Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role,Location,Coordinates
Product Management Intern,"Python, Spark, Machine Learning",2 Months,Long Term,Interstellar Innovations,"20,000",Full Time,28-09-2025,"As a Product Management Intern, you will gain hands-on experience in Python, Spark, Machine Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Product Management,"Mathura, Uttar Pradesh, India","27.4955539,77.6855554"
Education Intern,"E-learning, STEM Education, Instructional Design",3 Months,Converting,Meridian Media,"15,000",Full Time,28-09-2025,"As a Education Intern, you will gain hands-on experience in E-learning, STEM Education, Instructional Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Education,"Nanded, Maharashtra, India","19.09400875,77.48319215130235"
Pharmacy Intern,"Diagnostics, Anatomy, Clinical Research",4 Months,Summer,Quantum Quasar,"15,000",Remote,28-09-2025,"As a Pharmacy Intern, you will gain hands-on experience in Diagnostics, Anatomy, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmacy,"Pune, Maharashtra, India","18.5213738,73.8545071"
Content Writing Intern,"Technical Writing, Creative Writing, Marketing Communications",3 Months,Converting,Atlas Foundry,"12,000",Full Time,28-09-2025,"As a Content Writing Intern, you will gain hands-on experience in Technical Writing, Creative Writing, Marketing Communications. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Content Writing,"Rajkot, Gujarat, India","22.3053263,70.8028377"
Video Editing Intern,"Storyboarding, Photography, Graphic Design",3 Months,Summer,Griffin Group,"15,000",Remote,28-09-2025,"As a Video Editing Intern, you will gain hands-on experience in Storyboarding, Photography, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Video Editing,"Thrissur, Kerala, India","10.5270099,76.214621"
International Relations Intern,"Surveys, Social Behavior, Field Research",2 Months,Converting,The Bronze Finch,"6,000",Remote,28-09-2025,"As a International Relations Intern, you will gain hands-on experience in Surveys, Social Behavior, Field Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",International Relations,"Tirupati, Andhra Pradesh, India","13.6316368,79.4231711"
Journalism Intern,"Communication, Leadership, Project Planning",6 Months,Converting,WhatNews,"8,000",Full Time,28-09-2025,"As a Journalism Intern, you will gain hands-on experience in Communication, Leadership, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Journalism,"Tiruppur, Tamil Nadu, India","11.1017815,77.345192"
Mobile App Development Intern,"Storyboarding, Video Editing, Graphic Design",2 Months,Research,Polaris Group,"8,000",Full Time,28-09-2025,"As a Mobile App Development Intern, you will gain hands-on experience in Storyboarding, Video Editing, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mobile App Development,"Vadodara, Gujarat, India","22.2973142,73.1942567"
Forensic Science Intern,"Toxicology, Forensic Anthropology, Digital Forensics, Serology",2 Months,Summer,BioGen Labs,"18,000",Remote,28-09-2025,"As a Forensic Science Intern, you will gain hands-on experience in Toxicology, Forensic Anthropology, Digital Forensics, Serology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Forensic Science,"Vadodara, Gujarat, India","22.2973142,73.1942567"
Civil Engineering Intern,"Automation, Power Systems, Structural Analysis",6 Months,Summer,Phoenix Corp,"20,000",Remote,28-09-2025,"As a Civil Engineering Intern, you will gain hands-on experience in Automation, Power Systems, Structural Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Civil Engineering,"Vadodara, Gujarat, India","22.2973142,73.1942567"
Nursing Intern,"Pharmacology, Pathology, Clinical Research",2 Months,Summer,Docshift,"20,000",Full Time,28-09-2025,"As a Nursing Intern, you will gain hands-on experience in Pharmacology, Pathology, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Nursing,"Vijayawada, Andhra Pradesh, India","16.5115306,80.6160469"
Smart Tourism Intern,"AI Travel Guides, Visitor Analytics",2 Months,Summer,TourSmart,9000,Remote,28-09-2025,"As a Smart Tourism Intern, you will gain hands-on experience in AI Travel Guides, Visitor Analytics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Tourism,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Game Design Intern,"Graphic Design, Storyboarding, Animation",3 Months,Converting,playMuch,"8,000",Remote,29-09-2025,"As a Game Design Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design,"Allahabad, Uttar Pradesh, India","25.448429,81.832198"
Data Science Intern,"Transformers, Generative AI, NLP",4 Months,Long Term,mcroloft,"15,000",Remote,29-09-2025,"As a Data Science Intern, you will gain hands-on experience in Transformers, Generative AI, NLP. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Data Science,"Amritsar, Punjab, India","31.6356659,74.8787496"
Legal Intern,"IP Law, Litigation, Contract Drafting",3 Months,Summer,LawfulOracle,"12,000",Full Time,29-09-2025,"As a Legal Intern, you will gain hands-on experience in IP Law, Litigation, Contract Drafting. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Legal,"Bhopal, Madhya Pradesh, India","23.2584857,77.401989"
Public Relations Intern,"Content Strategy, Brand Management, Social Media",6 Months,Summer,Polaris Products,"15,000",Full Time,29-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Content Strategy, Brand Management, Social Media. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations,"Dehradun, Uttarakhand, India","30.3255646,78.0436813"
IT Support Intern,"Cloud Security, Network Security, Incident Response",4 Months,Converting,mcroloft,"15,000",Full Time,29-09-2025,"As a IT Support Intern, you will gain hands-on experience in Cloud Security, Network Security, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT Support,"Dhanbad, Jharkhand, India","23.7952809,86.4309638"
Agro-Processing Intern,"Food Processing, Packaging, Quality",6 Months,Long Term,EcoLabs,6000,Remote,29-09-2025,"As a Agro-Processing Intern, you will gain hands-on experience in Food Processing, Packaging, Quality. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Agriculture and Allied,"Gandhinagar, Gujarat, India","23.2232877,72.6492267"
Hospitality Intern,"Tourism Management, Resort Operations, Spa and Wellness Management",6 Months,Summer,TechNova,"20,000",Full Time,29-09-2025,"As a Hospitality Intern, you will gain hands-on experience in Tourism Management, Resort Operations, Spa and Wellness Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality,"Kadapa, Andhra Pradesh, India","14.4752936,78.8216861"
Law Enforcement Intern,"Contract Drafting, Corporate Law, Legal Research",6 Months,Research,Cygnus Systems,"10,000",Remote,29-09-2025,"As a Law Enforcement Intern, you will gain hands-on experience in Contract Drafting, Corporate Law, Legal Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Law Enforcement,"Muzaffarpur, Bihar, India","26.1182898,85.3857888"
Aircraft Maintenance Intern,"Repairs, Inspection, Compliance",2 Months,Long Term,OpenAI Labs,13000,Remote,29-09-2025,"As a Aircraft Maintenance Intern, you will gain hands-on experience in Repairs, Inspection, Compliance. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Aviation & Defence,"Pune, Maharashtra, India","18.5213738,73.8545071"
Geology Intern,"Sedimentology, Structural Geology, Seismology, Tectonics",6 Months,Long Term,Solstice Ventures,"20,000",Remote,29-09-2025,"As a Geology Intern, you will gain hands-on experience in Sedimentology, Structural Geology, Seismology, Tectonics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Geology,"Rohtak, Haryana, India","28.9010899,76.5801935"
Oceanography Intern,"Teamwork, Problem Solving, Project Planning",4 Months,Summer,AquaBlue,"8,000",Full Time,29-09-2025,"As a Oceanography Intern, you will gain hands-on experience in Teamwork, Problem Solving, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Oceanography,"Ujjain, Madhya Pradesh, India","23.1885131,75.7716562"
Statistics Intern,"Generative AI, Deep Learning, Computer Vision",3 Months,Long Term,Aether Analytics,"10,000",Remote,30-09-2025,"As a Statistics Intern, you will gain hands-on experience in Generative AI, Deep Learning, Computer Vision. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Statistics,"Asansol, West Bengal, India","23.6871297,86.9746587"
Graphic Design Intern,"Graphic Design, Photography, Animation",6 Months,Long Term,Spacetime Solutions,"8,000",Part Time,30-09-2025,"As a Graphic Design Intern, you will gain hands-on experience in Graphic Design, Photography, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Graphic Design,"Darbhanga, Bihar, India","26.156999,85.8995065"
Robotics Intern,"Path Planning, Autonomous Navigation, Control Systems",3 Months,Research,Vector Ventures,"20,000",Full Time,30-09-2025,"As a Robotics Intern, you will gain hands-on experience in Path Planning, Autonomous Navigation, Control Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Robotics,"Howrah, West Bengal, India","22.5736296,88.3251045"
Cyber Law Intern,"Penetration Testing, Cryptography, Incident Response",2 Months,Research,EduNext,"15,000",Part Time,30-09-2025,"As a Cyber Law Intern, you will gain hands-on experience in Penetration Testing, Cryptography, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cyber Law,"Jammu, Jammu and Kashmir, India","32.7185614,74.8580917"
IT Support Intern,"Cloud Security, Cryptography, Incident Response",2 Months,Summer,Chimera Dynamics,"20,000",Full Time,30-09-2025,"As a IT Support Intern, you will gain hands-on experience in Cloud Security, Cryptography, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT Support,"Kamarhati, West Bengal, India","22.6810246,88.3715343"
Cybersecurity Intern,"Network Security, Penetration Testing, Incident Response",4 Months,Summer,SecureGo,"20,000",Full Time,30-09-2025,"As a Cybersecurity Intern, you will gain hands-on experience in Network Security, Penetration Testing, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cybersecurity,"Mangalore, Karnataka, India","12.8698101,74.8430082"
