Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
Game Design Intern,"Graphic Design, Video Editing, Animation",2 Months,Converting,InnoWorks,"₹15,000",Part-time,01-10-2025,"As a Game Design Intern, you will gain hands-on experience in Graphic Design, Video Editing, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design
Game Design Intern,"Graphic Design, Storyboarding, Animation",3 Months,Converting,BioGen Labs,"₹8,000",Part-time,29-09-2025,"As a Game Design Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design
Game Design Intern,"Graphic Design, Animation, Photography",2 Months,Converting,InnoWorks,"₹15,000",Part-time,30-09-2025,"As a Game Design Intern, you will gain hands-on experience in Graphic Design, Animation, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design
Game Design Intern,"Animation, Storyboarding, Graphic Design",3 Months,Summer,LexiCorp,"₹8,000",Part-time,27-09-2025,"As a Game Design Intern, you will gain hands-on experience in Animation, Storyboarding, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design
Game Development Intern,"Video Editing, Storyboarding, Graphic Design",2 Months,Summer,LexiCorp,"₹12,000",Part-time,27-09-2025,"As a Game Development Intern, you will gain hands-on experience in Video Editing, Storyboarding, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development
Game Development Intern,"Video Editing, Animation, Storyboarding",3 Months,Converting,OpenAI Labs,"₹18,000",Full-time,24-09-2025,"As a Game Development Intern, you will gain hands-on experience in Video Editing, Animation, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development
Game Development Intern,"Video Editing, Animation, Photography",2 Months,Research,TechNova,"₹8,000",Full-time,09-09-2025,"As a Game Development Intern, you will gain hands-on experience in Video Editing, Animation, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development
Game Development Intern,"Graphic Design, Storyboarding, Photography",6 Months,Research,BioGen Labs,"₹6,000",Part-time,03-10-2025,"As a Game Development Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development
Gaming Analytics Intern,"Unity, Game Mechanics, Gameplay Testing",2 Months,Summer,MindCare,$1600,Full Time,18-07-2026,"As a Gaming Analytics Intern, you will develop Unity, Game Mechanics and Gameplay Testing, designing game mechanics or assets using Unity or Unreal Engine. You’ll collaborate with game developers to create immersive experiences.",Gaming
Gaming Analytics Intern,"Level Design, Character Modeling, Gameplay Testing",3 Months,Summer,InnoWorks,$1100,Part Time,08-07-2026,"As a Gaming Analytics Intern, you will develop Level Design, Character Modeling and Gameplay Testing, designing game mechanics or assets using Unity or Unreal Engine. You’ll collaborate with game developers to create immersive experiences.",Gaming
Gaming Analytics Intern,"Unity, Level Design, Game Mechanics",6 Months,Long Term,TechNova,$1700,Full Time,25-07-2026,"As a Gaming Analytics Intern, you will develop Unity, Level Design and Game Mechanics, designing game mechanics or assets using Unity or Unreal Engine. You’ll collaborate with game developers to create immersive experiences.",Gaming
Genetics Intern,"Immunology, Biotech Applications, Molecular Biology",3 Months,Summer,SecureX,"₹6,000",Full-time,25-09-2025,"As a Genetics Intern, you will gain hands-on experience in Immunology, Biotech Applications, Molecular Biology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Genetics
Genetics Intern,"Cell Research, Molecular Biology, Immunology",2 Months,Research,MindCare,"₹15,000",Part-time,25-09-2025,"As a Genetics Intern, you will gain hands-on experience in Cell Research, Molecular Biology, Immunology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Genetics
Genetics Intern,"Cell Research, Genetics, Molecular Biology",4 Months,Research,TechNova,"₹20,000",Part-time,02-10-2025,"As a Genetics Intern, you will gain hands-on experience in Cell Research, Genetics, Molecular Biology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Genetics
Genomics Intern,"Clinical Research, Pharmacology, Patient Data",3 Months,Summer,PixelTech,$1600,Part Time,05-11-2025,"As a Genomics Intern, you will engage in Clinical Research, Pharmacology and Patient Data, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Genomics Intern,"Pathology, Diagnostics, Pharmacology",6 Months,Long Term,MindCare,$1100,Full Time,22-10-2025,"As a Genomics Intern, you will engage in Pathology, Diagnostics and Pharmacology, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Genomics Intern,"Pathology, Clinical Research, Diagnostics, Patient Data",4 Months,Semester,InnoWorks,$1700,Part Time,12-11-2025,"As a Genomics Intern, you will engage in Pathology, Clinical Research, Diagnostics and Patient Data, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Geology Intern,"Field Mapping, Petrology, Geochemistry, GIS, Mineralogy",6 Months,Research,EcoLabs,"₹20,000",Full-time,21-09-2025,"As a Geology Intern, you will gain hands-on experience in Teamwork, Problem Solving, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Geology
Geology Intern,"Hydrogeology, Environmental Geology, Paleontology",4 Months,Summer,QuantumEdge,"₹20,000",Part-time,01-10-2025,"As a Geology Intern, you will gain hands-on experience in Hydrogeology, Environmental Geology, Paleontology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Geology
Geology Intern,"Sedimentology, Structural Geology, Seismology, Tectonics",6 Months,Long-term,SecureX,"₹20,000",Part-time,29-09-2025,"As a Geology Intern, you will gain hands-on experience in Sedimentology, Structural Geology, Seismology, Tectonics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Geology
Graphic Design Intern,"Video Editing, Storyboarding, Animation",6 Months,Summer,EcoLabs,"₹8,000",Part-time,23-09-2025,"As a Graphic Design Intern, you will gain hands-on experience in Video Editing, Storyboarding, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Graphic Design
Graphic Design Intern,"Graphic Design, Photography, Animation",6 Months,Long-term,PixelTech,"₹8,000",Part-time,30-09-2025,"As a Graphic Design Intern, you will gain hands-on experience in Graphic Design, Photography, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Graphic Design
Graphic Design Intern,"Animation, Graphic Design, Photography",2 Months,Research,SecureX,"₹18,000",Part-time,07-09-2025,"As a Graphic Design Intern, you will gain hands-on experience in Animation, Graphic Design, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Graphic Design
Healthcare Analytics Intern,"Python, Pandas, Data Visualization",6 Months,Long Term,GreenWorld,$1300,Full Time,10-02-2026,"As a Healthcare Analytics Intern, you will leverage Python, Pandas and Data Visualization to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
Healthcare Analytics Intern,"Data Visualization, Predictive Modeling, SQL",4 Months,Semester,BuildCon,$1000,Part Time,28-01-2026,"As a Healthcare Analytics Intern, you will leverage Data Visualization, Predictive Modeling and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
Healthcare Analytics Intern,"Python, Data Visualization, SQL",2 Months,Summer,PixelTech,$1400,Full Time,15-02-2026,"As a Healthcare Analytics Intern, you will leverage Python, Data Visualization and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
HealthTech Intern,"Electronic Health Records (EHR), Medical Imaging, Telemedicine, Data Security",6 Months,Converting,MindCare,"₹6,000",Full-time,04-10-2025,"As a HealthTech Intern, you will gain hands-on experience in Electronic Health Records (EHR), Medical Imaging, Telemedicine, Data Security. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",HealthTech
HealthTech Intern,"Clinical Decision Support Systems, AI in Healthcare, Medical Device Integration",4 Months,Summer,SecureX,"₹12,000",Full-time,06-10-2025,"As a HealthTech Intern, you will gain hands-on experience in Clinical Decision Support Systems, AI in Healthcare, Medical Device Integration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",HealthTech
