Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
Networking Intern,"Cryptography, Network Security, Penetration Testing",3 Months,Long Term,Dynamo Labs,"$8,000",Full Time,01-10-2025,"As a Networking Intern, you will gain hands-on experience in Cryptography, Network Security, Penetration Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Networking
Biomedical Intern,"Cell Research, Genetics, Biotech Applications",3 Months,Research,EcoLabs,"$15,000",Full Time,01-10-2025,"As a Biomedical Intern, you will gain hands-on experience in Cell Research, Genetics, Biotech Applications. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Biomedical
Interior Design Intern,"Communication, Project Planning, Teamwork",4 Months,Long Term,The Drifting Quasar,"$8,000",Full Time,01-10-2025,"As a Interior Design Intern, you will gain hands-on experience in Communication, Project Planning, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Interior Design
Physics Research Intern,"Project Planning, Leadership, Teamwork",6 Months,Converting,BioGen Labs,"$10,000",Part Time,01-10-2025,"As a Physics Research Intern, you will gain hands-on experience in Project Planning, Leadership, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research
Hospitality Intern,"Front Office Operations, Concierge Services, Reservations, Customer Relations",3 Months,Research,DoSuch,"$20,000",Part Time,01-10-2025,"As a Hospitality Intern, you will gain hands-on experience in Front Office Operations, Concierge Services, Reservations, Customer Relations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality
Culinary Intern,"Culinary Arts, Gastronomy, Regional Cuisine, Food Pairing",4 Months,Research,EatStreet,"$12,000",Part Time,01-10-2025,"As a Culinary Intern, you will gain hands-on experience in Culinary Arts, Gastronomy, Regional Cuisine, Food Pairing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Culinary
Geology Intern,"Hydrogeology, Environmental Geology, Paleontology",4 Months,Summer,Equinox Enterprises,"$20,000",Part Time,01-10-2025,"As a Geology Intern, you will gain hands-on experience in Hydrogeology, Environmental Geology, Paleontology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Geology
Game Design Intern,"Graphic Design, Video Editing, Animation",2 Months,Converting,Fate Forge,"$15,000",Part Time,01-10-2025,"As a Game Design Intern, you will gain hands-on experience in Graphic Design, Video Editing, Animation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Design
Event Management Intern,"Curation, Creative Writing, Art History",2 Months,Long Term,Fusion Foundry,"$20,000",Part Time,01-10-2025,"As a Event Management Intern, you will gain hands-on experience in Curation, Creative Writing, Art History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Event Management
Project Management Intern,"Pandas, Spark, Predictive Modeling",3 Months,Research,Janus Junction,"$15,000",Part Time,01-10-2025,"As a Project Management Intern, you will gain hands-on experience in Pandas, Spark, Predictive Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Project Management
AgriTech Intern,"Arduino, Edge Computing, MQTT",4 Months,Converting,OpenAI Labs,"$10,000",Part Time,01-10-2025,"As a AgriTech Intern, you will gain hands-on experience in Arduino, Edge Computing, MQTT. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",AgriTech
Quality Control Intern,"Thread Count Testing, Color Fastness",2 Months,Converting,QC Textile,$1500,Part Time,01-10-2025,"As a Quality Control Intern, you will gain hands-on experience in Thread Count Testing, Color Fastness. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Textile Manufacturing
Supply Chain Intern,"Problem Solving, Leadership, Project Planning",4 Months,Summer,TrspGlow,"$20,000",Part Time,01-10-2025,"As a Supply Chain Intern, you will gain hands-on experience in Global Supply Chain, Lean Manufacturing, Distribution Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Supply Chain
Dentistry Intern,"Diagnostics, Anatomy, Pathology",4 Months,Converting,Chthonic Ventures,"$18,000",Full Time,02-10-2025,"As a Dentistry Intern, you will gain hands-on experience in Diagnostics, Anatomy, Pathology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Dentistry
Energy Intern,"Leadership, Problem Solving, Communication",2 Months,Long Term,Lighthouse Logic,"$12,000",Hybrid,02-10-2025,"As a Energy Intern, you will gain hands-on experience in Leadership, Problem Solving, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Energy
Content Writing Intern,"Social Media Content, Brand Storytelling, Article Writing, Keyword Research",6 Months,Research,Nova Networks,"$6,000",Hybrid,02-10-2025,"As a Content Writing Intern, you will gain hands-on experience in Project Planning, Problem Solving, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Content Writing
Sociology Intern,"Surveys, Urban Studies, Cultural Studies",3 Months,Research,PeopleMuch,"$18,000",Hybrid,02-10-2025,"As a Sociology Intern, you will gain hands-on experience in Surveys, Urban Studies, Cultural Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sociology
AgriTech Intern,"Arduino, MQTT, Sensor Networks",2 Months,Summer,Serpent Studios,"$6,000",Hybrid,02-10-2025,"As a AgriTech Intern, you will gain hands-on experience in Arduino, MQTT, Sensor Networks. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",AgriTech
Environmental Science Intern,"Teamwork, Problem Solving, Project Planning",4 Months,Summer,Env Oracle,"$8,000",Part Time,02-10-2025,"As a Environmental Science Intern, you will gain hands-on experience in Teamwork, Problem Solving, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Environmental Science
Genetics Intern,"Cell Research, Genetics, Molecular Biology",4 Months,Research,GeneGo,"$20,000",Part Time,02-10-2025,"As a Genetics Intern, you will gain hands-on experience in Cell Research, Genetics, Molecular Biology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Genetics
Climate Policy Intern,"Biodiversity, Environmental Impact, GIS",3 Months,Summer,Ironwood Industries,$800,Part Time,02-10-2025,"As a Climate Policy Intern, you will work on Biodiversity, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. Youâ€™ll partner with researchers to promote eco-friendly solutions.",Environment
Machine Learning Intern,"Reinforcement Learning, NLP, Generative AI",4 Months,Converting,Quantum Ventures,"$12,000",Part Time,02-10-2025,"As a Machine Learning Intern, you will gain hands-on experience in Reinforcement Learning, NLP, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Machine Learning
Nursing Intern,"Pharmacology, Anatomy, Diagnostics",2 Months,Research,Terrestrial Tech,"$6,000",Part Time,02-10-2025,"As a Nursing Intern, you will gain hands-on experience in Pharmacology, Anatomy, Diagnostics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Nursing
Pharmacy Intern,"Pharmacology, Pathology, Anatomy",3 Months,Summer,The Sunken Bell,"$18,000",Part Time,02-10-2025,"As a Pharmacy Intern, you will gain hands-on experience in Pharmacology, Pathology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmacy
Political Science Intern,"Surveys, Cultural Studies, Field Research",4 Months,Research,WhatNews,"$20,000",Part Time,02-10-2025,"As a Political Science Intern, you will gain hands-on experience in Surveys, Cultural Studies, Field Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Political Science
Renewable Energy Intern,"Problem Solving, Communication, Teamwork",3 Months,Long Term,AstroForge,"$20,000",Hybrid,03-10-2025,"As a Renewable Energy Intern, you will gain hands-on experience in Problem Solving, Communication, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Energy
Meteorology Intern,"Teamwork, Problem Solving, Leadership",6 Months,Summer,BioGen Labs,"$8,000",Hybrid,03-10-2025,"As a Meteorology Intern, you will gain hands-on experience in Teamwork, Problem Solving, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Meteorology
Accounting Intern,"Stock Research, Portfolio Management, Financial Modeling",3 Months,Converting,GreenWorld,"$12,000",Hybrid,03-10-2025,"As a Accounting Intern, you will gain hands-on experience in Stock Research, Portfolio Management, Financial Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Accounting
